character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
20,64,male,183,52,2,2,2,3,3,3,3,3,4,3,49,67,55,66,34,35,19,18,0,0,0,0,1,1,0,0,0,0,0,3,39,44,50,46,44,40,34,mechanical_noise,34,26,43,0,0,4,0.1055
21,41,female,159,95,4,6,5,5,9,6,6,6,6,5,59,66,37,41,58,69,50,58,1,63,1,1,1,2,1,9,1,7,1,0,84,56,44,45,55,80,44,neutral,53,33,21,7,1,52,0.649
22,64,female,178,81,5,5,5,5,4,5,4,5,6,3,48,67,63,66,47,50,51,43,0,0,0,0,0,0,0,0,0,0,1,7,56,45,29,24,40,36,21,flooding,37,44,10,4,1,65,0.0554
23,56,male,185,62,3,4,6,4,5,4,4,6,8,5,32,73,65,62,68,66,52,58,0,0,0,0,0,0,0,0,1,7,0,5,45,60,29,26,38,41,47,haunted_hotel,32,45,13,8,0,7,0.2827
24,62,female,162,61,3,6,3,3,7,6,5,5,2,7,40,56,71,68,33,35,40,29,1,71,0,1,0,0,0,0,1,1,1,2,60,51,8,29,33,76,64,neutral,24,57,30,20,1,91,0.5134
25,24,male,184,90,4,4,5,4,3,2,4,6,9,7,39,56,29,48,71,56,55,52,0,0,1,1,1,3,1,10,1,9,0,1,46,95,25,35,52,47,27,neutral,34,37,26,20,1,72,0.5625
26,26,male,166,72,4,6,5,7,9,9,6,5,4,1,60,67,46,26,50,57,51,44,1,60,0,1,1,5,1,6,1,10,0,6,70,4,59,73,63,86,34,darkness,45,25,31,13,1,67,0.6703
27,39,female,168,69,5,6,5,6,6,8,6,6,6,3,49,58,45,34,64,61,70,63,1,64,1,0,0,0,0,0,1,6,1,5,62,13,40,44,44,69,35,haunted_hotel,32,49,16,8,1,70,0.651
28,36,female,182,35,4,7,4,6,9,8,7,3,3,6,57,69,55,50,43,52,50,42,1,31,1,0,0,0,0,0,0,0,0,5,52,36,53,48,53,38,50,haunted_hotel,55,36,29,23,0,0,0.5491
29,33,female,161,67,5,8,5,6,7,6,6,5,4,6,54,19,19,0,34,46,61,59,1,67,0,1,1,5,1,6,0,0,1,end,21,63,48,40,100,18,15,trap_exit,36,20,35,17,1,72,0.267
30,45,male,154,74,3,4,5,4,4,5,3,5,8,5,71,70,72,56,59,54,56,41,1,76,0,1,1,2,0,0,1,8,0,8,32,18,61,57,36,40,53,cave_isolation,55,20,43,6,1,61,0.4085
31,47,male,171,64,2,5,3,3,8,5,4,2,4,7,24,69,86,82,35,60,42,34,0,0,0,0,0,0,0,0,0,0,0,2,60,38,35,35,24,55,68,neutral,38,44,16,11,0,11,0.2496
32,56,male,162,87,4,6,5,3,7,6,4,4,6,10,57,49,30,32,68,57,64,37,1,68,0,1,0,0,1,10,0,0,0,1,17,72,58,51,72,17,37,neutral,37,22,32,9,1,87,0.6244
33,73,female,157,49,5,7,5,5,6,5,4,4,5,4,92,90,64,53,53,53,35,57,0,0,0,0,0,0,0,0,0,0,0,8,87,15,87,89,46,88,30,cave_isolation,71,0,62,19,1,51,0.0836
34,64,male,164,65,6,3,5,6,3,3,6,5,3,9,30,66,39,56,35,43,53,46,0,0,1,0,0,0,0,0,0,0,0,1,40,49,45,42,34,32,57,neutral,41,38,25,22,0,0,0.3551
35,60,male,202,60,4,4,4,4,3,4,3,5,3,3,43,73,70,75,28,41,23,40,1,78,0,0,0,0,0,0,0,0,0,0,62,78,53,44,10,68,23,neutral,37,26,36,10,0,3,0.0992
36,67,female,163,97,3,4,3,4,6,5,3,2,2,8,88,60,46,50,22,27,30,20,1,66,1,0,0,0,0,0,0,0,0,8,79,29,77,75,51,89,35,cave_isolation,69,14,47,23,0,3,0.1001
37,69,male,165,91,4,5,4,4,5,4,5,5,5,3,34,27,50,68,51,47,50,53,0,0,0,0,0,0,0,0,0,0,0,4,23,61,0,9,8,38,32,liminal_office,0,59,22,4,0,3,0.4089
38,14,male,181,87,4,5,3,4,7,5,4,4,4,8,57,97,96,93,41,47,52,31,0,0,0,0,0,0,0,0,1,7,0,8,71,20,59,60,5,67,31,cave_isolation,60,36,37,17,0,5,0.1372
39,51,female,172,56,7,6,6,6,5,7,6,5,4,7,86,39,41,43,43,40,47,55,0,0,0,0,0,0,0,0,1,3,0,2,31,21,84,68,35,58,50,neutral,48,0,54,1,0,0,0.0911
40,63,female,172,66,5,4,6,4,5,4,3,5,5,3,52,52,26,27,37,49,56,54,1,35,0,1,1,5,0,0,1,9,1,2,46,50,49,41,51,59,15,neutral,32,33,25,3,1,51,0.6295
41,44,male,171,59,4,4,5,5,2,4,5,6,5,5,46,43,52,51,53,47,63,50,1,50,1,1,0,0,1,8,0,0,0,3,56,50,40,42,38,42,36,mechanical_noise,45,40,48,6,1,70,0.317
42,12,female,179,103,3,4,3,3,4,4,3,3,6,5,47,39,23,24,49,49,46,45,1,38,0,1,1,1,1,3,0,0,0,1,21,76,29,31,68,39,17,neutral,23,39,17,24,1,69,0.6165
43,19,male,176,83,7,7,5,8,6,6,8,4,3,0,80,42,46,44,26,40,36,46,0,0,1,0,0,0,0,0,0,0,0,5,17,87,65,65,32,31,36,haunted_hotel,54,7,46,17,0,3,0.2277
44,63,female,163,61,0,3,3,2,7,5,2,3,4,6,75,65,64,62,45,47,38,24,0,0,1,1,0,0,1,6,1,5,0,7,50,41,68,65,35,53,2,flooding,70,18,55,9,0,5,0.1271
45,79,male,151,97,1,6,4,3,6,6,3,4,7,2,51,67,57,56,75,69,49,42,0,0,0,1,0,0,0,0,1,2,1,1,30,52,51,45,34,28,74,neutral,38,42,29,21,0,5,0.4052
46,54,male,172,88,4,5,7,6,5,3,5,7,9,7,34,79,64,70,78,74,59,65,0,0,0,0,0,0,0,0,0,0,1,end,37,93,62,47,41,37,27,trap_exit,32,29,23,2,0,1,0.0532
47,29,male,158,70,3,5,6,4,5,6,4,4,5,4,56,84,84,80,55,47,45,41,0,0,0,0,1,2,1,1,0,0,0,6,46,8,44,42,16,38,46,darkness,38,23,35,17,0,0,0.1414
48,45,female,187,87,6,6,5,6,4,5,5,5,6,4,66,51,32,50,62,57,62,38,0,0,1,1,1,3,0,0,1,6,1,8,39,34,60,54,44,37,21,cave_isolation,35,30,25,15,0,8,0.469
49,23,male,162,78,5,3,6,4,3,3,4,5,4,7,38,88,55,70,47,49,57,47,1,45,0,0,1,1,0,0,0,0,1,0,100,83,31,35,43,78,42,neutral,39,39,12,22,0,2,0.2857
50,55,female,172,95,4,4,2,3,6,4,4,3,4,1,49,73,65,69,32,38,37,29,0,0,1,1,0,0,1,6,0,0,0,end,21,76,28,43,37,27,40,trap_exit,21,31,17,9,1,107,0.0555
51,73,other,187,84,2,4,5,3,4,3,3,5,7,9,12,37,59,46,68,58,51,52,1,100,0,1,0,0,1,10,1,8,0,3,37,48,14,22,32,76,22,mechanical_noise,11,51,22,19,1,114,0.6549
52,13,female,175,73,3,4,4,3,4,4,3,5,7,7,25,76,59,68,68,49,58,55,1,11,0,0,0,0,1,7,0,0,0,1,28,30,38,40,33,21,63,neutral,41,36,22,2,1,91,0.3657
53,68,female,175,80,3,5,6,5,5,3,5,4,8,6,33,59,61,79,70,72,68,56,0,0,1,1,0,0,1,3,1,1,0,0,74,69,30,25,15,95,29,neutral,39,51,15,6,0,8,0.2064
54,47,male,175,78,5,4,4,5,4,5,5,4,3,9,97,83,49,48,27,23,40,45,1,80,1,0,1,2,0,0,0,0,0,5,55,40,84,90,53,27,53,haunted_hotel,86,12,68,20,0,4,0.1524
55,70,male,173,88,4,4,3,3,4,3,3,4,3,6,20,45,49,45,39,37,39,42,1,56,1,1,0,0,0,0,1,4,1,5,49,62,20,11,49,50,23,haunted_hotel,15,42,11,8,1,57,0.576
56,51,male,169,90,4,6,5,4,6,6,4,5,9,6,50,78,74,69,62,64,60,55,0,0,1,0,0,0,0,0,0,0,0,8,52,29,67,58,19,47,25,cave_isolation,46,35,28,24,0,2,0.1323
57,29,male,175,61,4,6,7,5,8,8,7,6,7,5,73,70,35,44,63,66,67,68,1,50,1,1,0,0,0,0,0,0,1,6,61,5,71,75,53,56,18,darkness,56,30,42,20,1,52,0.5428
58,41,male,165,83,4,5,4,5,5,5,5,3,2,1,67,74,48,52,18,40,38,36,0,0,1,1,0,0,1,9,0,0,0,1,27,57,52,38,31,15,22,neutral,39,31,34,23,0,6,0.2203
59,46,female,159,84,3,6,6,4,5,6,5,4,3,1,47,83,62,45,33,32,37,42,0,0,0,0,0,0,1,8,0,0,0,6,84,17,20,31,41,90,62,darkness,35,48,28,14,0,2,0.1419
60,65,male,145,65,3,4,3,5,5,4,4,4,4,4,49,26,14,46,42,52,32,42,1,62,0,1,1,3,1,10,0,0,1,4,21,62,42,29,76,31,9,liminal_office,20,37,20,14,1,31,0.6427
61,64,female,158,43,2,4,4,2,5,5,4,4,6,1,72,78,59,66,63,61,43,50,1,71,0,1,1,5,1,2,1,7,0,0,70,88,71,65,32,58,21,neutral,73,19,41,23,0,0,0.199
62,28,female,161,61,4,7,5,5,6,6,7,4,2,2,71,45,59,65,37,36,56,43,1,47,1,1,1,5,1,9,0,0,0,8,40,30,78,75,38,53,58,cave_isolation,54,5,39,6,1,88,0.6207
63,67,male,182,57,4,3,6,5,3,3,4,6,3,1,72,88,76,73,30,34,38,45,0,0,0,0,1,1,1,5,1,3,0,7,51,31,52,55,17,25,9,flooding,60,23,44,15,0,2,0.0899
64,31,female,153,68,4,5,4,3,7,5,3,4,6,5,44,78,61,80,47,46,44,29,0,0,0,0,1,4,0,0,0,0,0,1,29,34,31,26,10,29,58,neutral,27,51,24,21,1,62,0.2062
65,74,male,172,73,4,6,6,5,6,5,5,4,5,6,19,32,20,42,62,53,53,47,0,0,0,1,1,4,0,0,0,0,0,5,33,64,18,9,48,50,59,haunted_hotel,13,63,11,6,1,90,0.6575
66,79,male,173,101,2,3,3,4,5,6,4,4,5,4,79,62,59,63,47,50,42,34,1,31,1,0,0,0,0,0,0,0,0,2,44,28,78,80,45,20,36,neutral,67,0,40,20,0,4,0.0991
67,21,male,153,51,2,3,3,5,2,3,4,3,4,5,48,46,20,31,31,28,26,16,0,0,0,0,1,5,1,9,1,6,1,1,39,67,27,24,71,48,39,neutral,19,45,28,23,1,68,0.5667
68,14,male,161,73,4,4,7,5,3,4,5,6,6,5,42,60,57,66,47,46,46,46,1,49,0,1,0,0,0,0,1,6,0,0,48,48,33,25,33,70,50,neutral,34,40,20,4,1,67,0.5354
69,57,other,158,87,4,5,2,5,5,6,5,3,1,4,97,100,77,89,14,19,25,36,0,0,1,0,0,0,0,0,0,0,0,6,69,6,69,69,0,56,19,darkness,76,31,61,23,0,4,0.1427
70,16,male,184,56,1,5,3,2,6,6,3,5,7,6,51,66,65,57,74,69,43,34,1,57,1,1,1,1,1,4,0,0,1,0,42,42,60,63,50,45,22,neutral,53,12,28,20,0,0,0.5089
71,29,male,163,74,4,6,5,7,7,5,8,5,7,1,54,74,82,92,59,60,56,58,0,0,0,1,1,1,0,0,0,0,1,0,51,63,35,41,7,70,40,neutral,29,21,33,24,0,4,0.1482
72,29,other,180,72,2,5,3,5,6,5,4,3,3,1,53,71,64,63,21,46,35,42,1,76,0,0,1,4,0,0,1,3,0,2,65,44,45,46,26,50,43,neutral,30,50,16,17,1,33,0.5698
73,69,male,152,89,2,5,4,4,5,5,6,3,5,3,41,22,43,32,39,49,47,51,0,0,1,1,0,0,1,2,0,0,0,end,27,42,56,51,77,37,42,trap_exit,41,35,25,8,1,77,0.1462
74,37,male,140,95,3,3,3,4,3,4,3,4,5,3,60,70,57,50,47,45,45,41,1,82,0,1,0,0,1,2,0,0,0,8,83,28,71,60,58,77,20,cave_isolation,56,29,42,20,0,0,0.0883
75,68,female,160,89,2,3,3,3,4,4,2,2,3,6,99,97,77,72,21,28,20,25,0,0,1,0,0,0,0,0,0,0,0,2,73,57,84,88,25,54,55,neutral,77,0,60,5,0,6,0.0668
76,36,female,182,81,4,3,4,4,1,1,4,4,6,6,31,36,42,46,50,48,54,62,1,56,1,1,1,2,1,3,1,2,0,4,19,97,23,26,61,18,61,liminal_office,24,37,9,20,1,69,0.5789
77,53,male,168,76,7,5,8,7,5,7,7,9,7,7,43,19,0,10,71,62,75,81,1,44,0,1,1,4,0,0,1,9,1,end,39,18,38,35,100,45,40,trap_exit,43,52,18,7,0,0,0.2397
78,16,female,154,54,7,5,4,3,3,4,4,3,3,2,44,58,38,53,27,22,33,36,0,0,0,0,0,0,0,0,0,0,0,2,47,38,27,38,57,40,45,neutral,37,50,12,1,0,0,0.186
79,28,male,176,104,4,4,4,4,4,5,5,3,2,3,85,85,53,38,31,41,49,33,1,77,0,1,1,1,1,6,0,0,1,3,83,34,94,90,67,70,9,mechanical_noise,83,13,77,10,0,5,0.0958
80,40,male,197,98,4,5,3,2,7,6,4,4,5,7,67,87,63,67,50,58,49,38,0,0,0,0,0,0,0,0,1,10,0,8,89,47,69,73,29,90,21,cave_isolation,61,20,51,16,0,6,0.0978
81,27,male,161,73,3,2,5,5,3,2,3,6,7,4,54,100,86,79,64,57,51,40,0,0,1,0,0,0,0,0,0,0,0,8,93,39,57,46,7,97,40,cave_isolation,51,37,31,22,0,2,0.0877
82,64,female,160,35,3,5,5,4,5,3,5,5,7,1,62,77,52,61,63,61,55,49,0,0,1,0,0,0,0,0,0,0,0,0,61,68,57,55,53,49,50,neutral,47,17,54,20,0,4,0.175
83,80,male,177,74,5,3,6,4,2,4,3,5,4,8,68,46,47,31,37,26,41,36,0,0,0,1,0,0,0,0,0,0,1,1,35,23,37,32,39,33,54,neutral,32,28,35,24,0,0,0.2702
84,65,male,172,70,1,3,1,2,4,5,1,1,3,9,72,68,51,52,31,26,24,25,0,0,1,1,0,0,1,2,1,8,0,0,36,26,49,49,48,42,59,neutral,50,40,40,23,0,11,0.1346
85,21,male,164,67,4,2,3,3,1,3,2,3,2,8,77,61,61,66,18,15,26,27,0,0,0,0,0,0,0,0,0,0,0,0,51,46,70,68,20,80,27,neutral,51,12,42,17,0,11,0.0919
86,39,female,158,49,8,5,7,5,4,6,7,6,6,1,30,57,58,71,47,54,60,64,0,0,0,0,1,1,0,0,1,5,0,1,38,17,18,17,21,31,56,neutral,9,60,20,4,0,9,0.3455
87,72,male,174,92,5,7,5,6,5,6,6,5,4,6,33,23,30,32,45,51,51,49,0,0,1,1,1,4,1,9,1,3,0,4,18,46,13,1,67,6,81,liminal_office,8,71,7,21,0,12,0.6489
88,25,male,198,76,7,6,5,6,6,7,6,5,3,3,89,79,57,65,30,47,46,52,1,48,0,0,1,4,0,0,1,7,1,7,73,54,73,63,34,36,42,flooding,72,13,50,12,0,6,0.2383
89,38,male,155,69,5,4,5,4,3,3,4,4,5,7,42,42,45,35,51,42,64,41,1,88,1,1,0,0,1,4,1,3,1,3,29,60,7,18,48,25,10,mechanical_noise,15,49,39,16,0,7,0.5041
90,20,male,158,60,3,2,3,4,3,4,3,4,4,6,42,60,69,57,49,47,39,39,0,0,1,0,0,0,0,0,0,0,0,1,12,52,33,31,20,27,54,neutral,21,53,19,10,0,9,0.2293
91,71,female,172,79,4,4,3,3,6,6,4,2,4,6,54,87,92,82,50,40,41,36,0,0,0,0,0,0,1,9,0,0,0,6,59,4,27,25,10,56,55,darkness,29,53,35,23,0,5,0.1737
92,17,female,140,52,2,6,3,5,8,6,4,3,3,10,30,31,11,16,57,52,54,41,1,29,0,1,1,2,1,1,1,7,1,4,8,60,19,9,85,9,77,liminal_office,0,36,18,16,1,110,0.6887
93,34,female,184,66,6,4,7,7,1,3,7,6,2,1,71,59,54,60,19,27,38,58,0,0,0,1,0,0,0,0,0,0,0,5,37,95,56,51,12,43,19,haunted_hotel,34,24,40,24,1,65,0.1731
94,37,male,178,66,4,5,3,4,7,6,4,4,6,2,69,100,61,47,52,63,52,36,1,78,1,0,0,0,0,0,1,3,0,7,69,49,76,76,44,52,22,flooding,71,21,54,12,0,0,0.1217
95,16,female,179,63,6,5,5,6,2,4,5,5,2,9,47,64,53,48,35,33,46,39,1,73,1,0,0,0,0,0,1,6,1,0,66,18,49,45,48,46,39,neutral,41,49,31,3,0,0,0.3305
96,23,female,167,76,8,4,4,5,5,5,6,4,2,3,55,46,53,37,26,24,36,54,0,0,0,0,1,3,0,0,0,0,0,1,25,33,34,41,39,17,49,neutral,25,37,24,6,1,49,0.479
97,13,male,184,67,4,4,5,5,5,4,4,6,6,3,35,32,24,2,70,53,57,49,1,100,0,1,0,0,1,5,1,5,1,1,28,55,39,40,94,23,17,neutral,27,32,16,10,1,70,0.6536
98,79,female,156,57,6,6,8,6,5,7,4,7,7,5,45,68,61,68,62,60,66,67,0,0,1,0,0,0,0,0,0,0,0,6,100,12,59,66,46,85,30,darkness,51,31,29,14,1,73,0.1771
99,77,female,161,78,4,7,5,5,7,8,6,4,5,3,88,100,57,46,57,48,57,46,0,0,1,0,0,0,0,0,0,0,0,8,75,60,95,93,55,63,46,cave_isolation,80,0,56,3,0,3,0.1154
100,42,female,153,74,6,6,6,5,7,6,7,5,6,10,45,35,39,34,70,65,61,56,1,26,1,1,1,2,1,5,1,7,1,5,38,27,46,49,59,46,36,haunted_hotel,33,32,21,1,1,90,0.6853
101,31,male,177,58,6,6,7,6,8,6,6,7,9,10,49,39,31,16,79,82,76,76,0,0,0,0,0,0,1,4,0,0,0,5,39,57,57,56,68,27,24,haunted_hotel,57,27,26,12,1,53,0.5675
102,30,male,166,61,6,5,5,6,4,6,5,4,5,5,46,91,75,72,43,46,32,59,0,0,1,0,0,0,0,0,0,0,1,5,53,8,51,44,17,14,33,haunted_hotel,37,30,22,6,0,3,0.118
103,58,female,179,74,2,4,5,3,5,5,6,3,6,7,69,70,51,57,58,58,53,38,1,89,1,0,0,0,0,0,0,0,0,0,37,61,76,58,20,54,39,neutral,41,5,44,4,1,74,0.2354
104,59,male,191,45,2,5,3,2,5,5,3,4,8,9,23,94,74,74,70,72,69,40,1,56,0,0,0,0,1,10,0,0,0,0,39,25,18,17,19,22,18,neutral,14,70,18,8,0,6,0.5594
105,29,male,168,52,5,6,4,4,8,7,6,4,5,2,37,45,23,17,51,62,47,52,1,42,1,1,1,1,1,6,0,0,1,end,37,76,10,26,91,30,54,trap_exit,28,58,14,7,0,4,0.2693
106,22,male,155,104,3,6,4,4,6,6,5,5,7,3,60,80,59,65,58,61,65,49,0,0,1,1,1,1,1,3,0,0,0,8,63,28,76,61,37,43,16,cave_isolation,61,19,30,11,1,27,0.1201
107,54,female,155,75,5,4,4,5,2,3,4,4,3,5,100,62,59,62,19,21,35,40,0,0,0,0,0,0,0,0,0,0,0,3,67,60,91,81,39,48,31,mechanical_noise,77,4,86,5,0,13,0.0714
108,70,male,175,65,2,3,5,3,4,3,3,4,7,1,51,76,84,73,54,60,46,52,0,0,1,0,0,0,0,0,0,0,0,8,76,36,58,62,20,69,36,cave_isolation,61,30,39,11,0,7,0.0706
109,78,male,165,65,5,5,6,5,5,4,5,6,6,4,48,91,50,82,61,55,61,59,0,0,0,0,0,0,1,4,0,0,1,8,71,35,34,40,31,70,34,cave_isolation,46,40,28,16,0,1,0.1591
110,47,female,153,72,4,7,5,5,9,7,5,6,9,7,50,91,80,60,100,91,68,65,0,0,1,1,1,4,0,0,0,0,0,2,52,53,80,75,25,42,35,neutral,60,40,16,9,1,42,0.6192
111,79,female,168,64,4,7,5,7,8,8,6,6,7,7,78,66,63,56,73,65,74,65,0,0,0,0,0,0,0,0,0,0,0,6,56,4,67,62,24,63,10,darkness,51,22,44,2,0,0,0.1904
112,46,male,188,59,3,5,2,2,8,7,2,2,5,7,22,42,43,53,52,68,53,21,0,0,0,0,1,5,1,5,0,0,0,1,13,48,11,0,65,32,38,neutral,2,61,23,7,0,11,0.6986
113,28,male,141,62,6,4,5,5,4,5,5,5,4,7,66,57,53,69,26,36,51,48,0,0,0,0,1,1,0,0,0,0,0,8,48,15,37,54,16,55,36,cave_isolation,40,33,20,6,0,6,0.0716
114,59,male,163,51,4,6,3,3,7,6,5,5,4,7,43,65,71,64,40,40,44,35,0,0,1,1,0,0,1,4,0,0,1,4,20,63,39,33,21,40,52,liminal_office,26,44,22,21,1,43,0.4176
115,25,other,176,56,2,2,3,2,4,5,3,4,6,8,44,73,60,67,71,54,40,45,0,0,0,1,1,1,1,3,1,6,1,6,62,21,26,30,26,52,37,darkness,26,68,19,1,1,47,0.2309
116,49,female,180,69,4,5,3,5,6,6,6,3,4,4,71,44,43,47,32,44,30,22,0,0,1,1,1,3,0,0,1,6,1,6,54,7,49,47,49,50,41,darkness,48,24,38,3,0,4,0.1619
117,18,female,166,78,3,2,3,3,2,2,2,3,3,1,71,52,63,62,23,34,26,37,0,0,0,0,1,4,1,6,0,0,0,0,48,43,65,52,40,43,40,neutral,52,25,52,16,1,58,0.1605
118,24,female,185,85,6,5,5,6,2,4,6,6,2,2,78,75,69,94,24,24,43,47,1,76,0,1,0,0,0,0,1,6,0,7,96,39,73,75,20,90,20,flooding,62,17,35,5,1,57,0.0832
119,37,female,183,54,2,3,1,2,3,4,2,3,3,2,57,71,75,46,20,34,34,21,0,0,0,1,1,2,0,0,1,7,1,8,40,47,43,43,26,27,29,cave_isolation,37,37,39,17,0,8,0.1325
120,71,male,173,65,2,4,4,4,7,6,3,4,8,4,32,36,20,16,74,70,57,50,1,74,1,1,1,4,1,4,1,3,1,end,38,59,40,47,100,36,54,trap_exit,30,37,26,15,1,89,0.2598
121,22,male,184,70,2,3,3,4,2,3,3,4,3,3,47,100,73,94,32,29,26,26,0,0,1,1,1,4,0,0,1,5,0,2,59,56,40,38,1,55,32,neutral,47,40,19,8,1,30,0.1127
122,37,male,181,57,6,5,5,6,4,6,6,5,4,6,61,45,31,24,47,41,53,63,0,0,1,1,0,0,0,0,1,2,1,0,28,42,37,44,53,16,53,neutral,40,26,23,11,1,69,0.4894
123,53,female,165,66,6,7,7,8,7,7,8,5,4,6,47,72,67,81,44,52,57,56,0,0,0,0,0,0,0,0,0,0,0,0,32,47,27,46,17,2,63,neutral,34,33,22,18,0,7,0.2985
124,52,male,169,85,3,7,5,4,7,8,5,4,5,1,33,58,64,71,40,56,51,49,1,74,1,1,1,5,1,4,1,6,0,5,17,30,39,29,10,27,35,haunted_hotel,19,48,33,6,0,6,0.6765
125,37,female,179,71,5,5,6,6,3,6,6,7,4,3,93,79,66,69,41,28,52,69,1,100,1,0,0,0,0,0,0,0,0,8,96,31,86,94,36,85,10,cave_isolation,87,7,56,13,0,0,0.1111
126,23,female,157,77,5,6,6,6,8,6,6,5,8,5,72,97,77,86,76,61,62,53,1,70,1,0,0,0,0,0,0,0,0,2,53,28,100,98,10,39,21,neutral,91,11,55,3,0,1,0.1764
